15.10,0,O,,,Манометр,40100,-39770,,,17
15.10,0,P,1,P,Расходомер,40100,-39860,40170,-39860,18
15.10,2,P,,,Манометр,40170,-39860,,,17
15.10,4,P,,,Манометр,40270,-39860,,,17
15.10,5,P,,,Манометр,40390,-39860,,,17
15.10,5,O,,,Манометр,40390,-39770,,,17
15.10,5,P,,,Термометр,40390,-39860,,,19
15.10,5,O,,,Термометр,40390,-39770,,,19
15.10,2,O,,,Манометр,40230,-39770,,,17
15.10,100000,P,100000,O,Расходомер,0,0,0,0,26
15.10,100000,O,,,Термометр,0,0,,,31
15.10,100000,P,,,Термометр,0,0,,,23
15.10,100000,P,,,Термометр,0,0,,,29
15.10,100000,O,,,Термометр,0,0,,,30
15.10,100000,P,,,Термометр,0,0,,,35
15.10,100000,P,100000,O,Расходомер,0,0,0,0,20
15.10,100000,P,100000,O,Расходомер,0,0,0,0,21
15.10,100000,P,100000,O,Расходомер,0,0,0,0,42
15.10,6,P,5,P,Задвижка,40330,-39860,40390,-39860,49
15.10,6,P,5,O,Задвижка,40330,-39860,40390,-39770,50
15.11,0,P,1,P,Задвижка,40060,-39940,40120,-39940,7
15.11,1,P,2,P,Диафрагма,40120,-39940,40170,-39940,5
15.11,2,P,3,P,Участок теплопровода,40170,-39940,40230,-39940,13
15.11,3,P,4,P,Диафрагма,40230,-39940,40180,-39900,1
15.11,4,P,6,P,Теплообменник,40180,-39900,40180,-39800,11
15.11,5,P,5,O,Теплообменник,40230,-39800,40230,-39710,12
15.11,5,O,2,O,Участок теплопровода,40230,-39710,40170,-39710,14
15.11,2,O,1,O,Диафрагма,40170,-39710,40120,-39710,4
15.11,1,O,0,O,Задвижка,40120,-39710,40060,-39710,8
15.11,0,P,,,Термометр,40060,-39940,,,19
15.11,0,P,,,Манометр,40060,-39940,,,17
15.11,0,O,,,Термометр,40060,-39710,,,19
15.11,0,O,,,Манометр,40060,-39710,,,17
15.11,0,P,1,P,Расходомер,40060,-39940,40120,-39940,18
15.11,2,P,,,Манометр,40170,-39940,,,17
15.11,4,P,,,Манометр,40180,-39900,,,17
15.11,5,P,,,Манометр,40230,-39800,,,17
15.11,5,O,,,Манометр,40230,-39710,,,17
15.11,5,P,,,Термометр,40230,-39800,,,19
15.11,5,O,,,Термометр,40230,-39710,,,19
15.11,2,O,,,Манометр,40170,-39710,,,17
15.11,100000,P,100000,O,Расходомер,0,0,0,0,26
15.11,100000,O,,,Термометр,0,0,,,31
15.11,100000,P,,,Термометр,0,0,,,23
15.11,6,P,5,P,Задвижка,40180,-39800,40230,-39800,49
15.11,6,P,5,O,Задвижка,40180,-39800,40230,-39710,50
15.11,5,O,7,O,Участок теплопровода,40230,-39710,40280,-39760,4721
15.11,3,P,8,P,Задвижка,40230,-39940,40280,-39900,48
15.11,8,P,9,P,Диафрагма,40280,-39900,40280,-39840,2
15.11,9,P,9,O,Калориферная установка,40280,-39840,40280,-39800,9
15.11,9,O,7,O,Участок теплопровода,40280,-39800,40280,-39760,4722
15.11,3,P,8,P,Расходомер,40230,-39940,40280,-39900,18
15.11,9,P,,,Манометр,40280,-39840,,,17
15.11,9,O,,,Термометр,40280,-39800,,,19
15.11,100000,P,,,Термометр,0,0,,,29
15.11,100000,O,,,Термометр,0,0,,,30
15.11,100000,P,,,Термометр,0,0,,,35
15.11,100000,P,100000,O,Расходомер,0,0,0,0,20
15.11,100000,P,100000,O,Расходомер,0,0,0,0,21
15.11,100000,P,,,Термометр,0,0,,,24
15.11,4,P,,,Термометр,40180,-39900,,,19
15.11,5,P,,,Манометр,40230,-39800,,,17
15.11,7,O,,,Термометр,40280,-39760,,,19
15.12,0,P,1,P,Задвижка,40090,-39870,40170,-39870,7
15.12,1,P,2,P,Диафрагма,40170,-39870,40240,-39870,5
15.12,2,P,3,P,Участок теплопровода,40240,-39870,40310,-39870,13
15.12,3,P,4,P,Диафрагма,40310,-39870,40390,-39870,1
15.12,4,P,6,P,Теплообменник,40390,-39870,40470,-39870,11
15.12,5,P,5,O,Теплообменник,40560,-39870,40560,-39650,12
15.12,5,O,2,O,Участок теплопровода,40560,-39650,40250,-39650,14
15.12,2,O,1,O,Диафрагма,40250,-39650,40180,-39650,4
15.12,1,O,0,O,Задвижка,40180,-39650,40090,-39650,8
15.12,0,P,,,Термометр,40090,-39870,,,19
15.12,0,P,,,Манометр,40090,-39870,,,17
15.12,0,O,,,Термометр,40090,-39650,,,19
15.12,0,O,,,Манометр,40090,-39650,,,17
15.12,0,P,1,P,Расходомер,40090,-39870,40170,-39870,18
15.12,2,P,,,Манометр,40240,-39870,,,17
15.12,4,P,,,Манометр,40390,-39870,,,17
15.12,5,P,,,Манометр,40560,-39870,,,17
15.12,5,O,,,Манометр,40560,-39650,,,17
15.12,5,P,,,Термометр,40560,-39870,,,19
15.12,5,O,,,Термометр,40560,-39650,,,19
15.12,2,O,,,Манометр,40250,-39650,,,17
15.12,100000,P,100000,O,Расходомер,0,0,0,0,26
15.12,100000,O,,,Термометр,0,0,,,31
15.12,100000,P,,,Термометр,0,0,,,23
15.12,6,P,5,P,Задвижка,40470,-39870,40560,-39870,49
15.12,6,P,5,O,Задвижка,40470,-39870,40560,-39650,50
15.12,5,O,7,O,Участок теплопровода,40560,-39650,40460,-39700,4723
15.12,3,P,8,P,Задвижка,40310,-39870,40310,-39810,48
15.12,8,P,9,P,Диафрагма,40310,-39810,40310,-39750,2
15.12,9,P,9,O,Калориферная установка,40310,-39750,40310,-39700,9
15.12,9,O,7,O,Участок теплопровода,40310,-39700,40460,-39700,4724
15.12,3,P,8,P,Расходомер,40310,-39870,40310,-39810,18
15.12,9,P,,,Манометр,40310,-39750,,,17
15.12,9,O,,,Термометр,40310,-39700,,,19
15.12,100000,P,,,Термометр,0,0,,,29
15.12,100000,O,,,Термометр,0,0,,,30
15.12,100000,P,,,Термометр,0,0,,,35
15.12,100000,P,100000,O,Расходомер,0,0,0,0,20
15.12,100000,P,100000,O,Расходомер,0,0,0,0,21
15.12,3,,,,Термометр,40430,-39720,,,24
15.12,4,P,,,Термометр,40390,-39870,,,19
15.12,5,P,,,Манометр,40560,-39870,,,17
15.12,7,O,,,Термометр,40460,-39700,,,19
15.2,0,P,1,P,Задвижка,40060,-39940,40120,-39940,7
15.2,1,P,2,P,Диафрагма,40120,-39940,40190,-39940,5
15.2,2,P,3,P,Участок теплопровода,40190,-39940,40260,-39940,13
15.2,3,P,4,P,Диафрагма,40260,-39940,40260,-39880,1
15.2,4,P,6,P,Теплообменник,40260,-39880,40260,-39800,11
15.2,5,P,5,O,Радиаторы системы отопления,40320,-39800,40320,-39710,16
15.2,5,O,2,O,Участок теплопровода,40320,-39710,40190,-39710,14
15.2,2,O,1,O,Диафрагма,40190,-39710,40120,-39710,4
15.2,1,O,0,O,Задвижка,40120,-39710,40060,-39710,8
15.2,0,P,,,Термометр,40060,-39940,,,19
15.2,0,P,,,Манометр,40060,-39940,,,17
15.2,0,O,,,Термометр,40060,-39710,,,19
15.2,0,O,,,Манометр,40060,-39710,,,17
15.2,0,P,1,P,Расходомер,40060,-39940,40120,-39940,18
15.2,2,P,,,Манометр,40190,-39940,,,17
15.2,4,P,,,Манометр,40260,-39880,,,17
15.2,5,P,,,Манометр,40320,-39800,,,17
15.2,5,O,,,Манометр,40320,-39710,,,17
15.2,5,P,,,Термометр,40320,-39800,,,19
15.2,5,O,,,Термометр,40320,-39710,,,19
15.2,2,O,,,Манометр,40190,-39710,,,17
15.2,100000,P,100000,O,Расходомер,0,0,0,0,26
15.2,100000,O,,,Термометр,0,0,,,31
15.2,100000,P,,,Термометр,0,0,,,23
15.2,100000,P,100000,O,Расходомер,0,0,0,0,42
15.2,6,P,5,P,Задвижка,40260,-39800,40320,-39800,49
15.2,6,P,5,O,Задвижка,40260,-39800,40320,-39710,50
15.2,5,P,,,Манометр,40320,-39800,,,17
15.3,0,P,1,P,Задвижка,40060,-39970,40130,-39970,7
15.3,1,P,2,P,Диафрагма,40130,-39970,40200,-39970,5
15.3,2,P,3,P,Участок теплопровода,40200,-39970,40290,-39970,13
15.3,3,P,4,P,Диафрагма,40290,-39970,40390,-39970,1
15.3,4,P,6,P,Теплообменник,40390,-39970,40390,-39890,11
15.3,5,P,5,O,Радиаторы системы отопления,40480,-39790,40390,-39700,16
15.3,5,O,2,O,Участок теплопровода,40390,-39700,40230,-39640,14
15.3,2,O,1,O,Диафрагма,40230,-39640,40160,-39640,4
15.3,1,O,0,O,Задвижка,40160,-39640,40080,-39640,8
15.3,0,P,,,Термометр,40060,-39970,,,19
15.3,0,P,,,Манометр,40060,-39970,,,17
15.3,0,O,,,Термометр,40080,-39640,,,19
15.3,0,O,,,Манометр,40080,-39640,,,17
15.3,0,P,1,P,Расходомер,40060,-39970,40130,-39970,18
15.3,2,P,,,Манометр,40200,-39970,,,17
15.3,4,P,,,Манометр,40390,-39970,,,17
15.3,5,P,,,Манометр,40480,-39790,,,17
15.3,5,O,,,Манометр,40390,-39700,,,17
15.3,5,P,,,Термометр,40480,-39790,,,19
15.3,5,O,,,Термометр,40390,-39700,,,19
15.3,2,O,,,Манометр,40230,-39640,,,17
15.3,100000,P,100000,O,Расходомер,0,0,0,0,26
15.3,100000,O,,,Термометр,0,0,,,31
15.3,100000,P,,,Термометр,0,0,,,23
15.3,6,P,5,P,Задвижка,40390,-39890,40480,-39790,49
15.3,6,P,5,O,Задвижка,40390,-39890,40390,-39700,50
15.3,5,O,7,O,Участок теплопровода,40390,-39700,40290,-39700,4725
15.3,3,P,8,P,Задвижка,40290,-39970,40290,-39890,48
15.3,8,P,9,P,Диафрагма,40290,-39890,40290,-39820,2
15.3,9,P,9,O,Калориферная установка,40290,-39820,40290,-39750,9
15.3,9,O,7,O,Участок теплопровода,40290,-39750,40290,-39700,4726
15.3,3,P,8,P,Расходомер,40290,-39970,40290,-39890,18
15.3,9,P,,,Манометр,40290,-39820,,,17
15.3,9,O,,,Термометр,40290,-39750,,,19
15.3,100000,P,,,Термометр,40430,-39720,,,24
15.3,5,P,,,Манометр,,,,,17
15.4,0,P,1,P,Задвижка,40050,-39930,40120,-39930,7
15.4,1,P,2,P,Диафрагма,40120,-39930,40200,-39930,5
15.4,2,P,3,P,Участок теплопровода,40200,-39930,40260,-39930,13
15.4,3,P,4,P,Диафрагма,40260,-39930,40210,-39880,1
15.4,4,P,6,P,Теплообменник,40210,-39880,40210,-39800,11
15.4,5,P,5,O,Радиаторы системы отопления,40280,-39800,40280,-39680,16
15.4,5,O,2,O,Участок теплопровода,40280,-39680,40200,-39680,14
15.4,2,O,1,O,Диафрагма,40200,-39680,40120,-39680,4
